tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
"holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",iPad,Positive emotion,16,holy smoke ipad replacing flip cam default video capture device beautiful elegant apple sxsw
Hey foodies: if you're in Austin for SXSW download the new ARW iphone/android app and use it as a guide to dine while you're in town! #SXSW,,No emotion toward brand or product,27,hey foodie youre austin sxsw download new arw iphoneandroid app use guide dine youre town sxsw
SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,,No emotion toward brand or product,20,sxsw lady ipad bot twitter creator persistent guy chased last night hopeyoudidntgivehimnone sxsw
google presentation by Mayer is a sales pitch #fail #sxsw,Google,Negative emotion,10,google presentation mayer sale pitch fail sxsw
Google presentations during the #SXSW trade show - busy trade show but nice to be on the other side this time! :)  {link},,No emotion toward brand or product,23,google presentation sxsw trade show busy trade show nice side time link
Google presenting Hotpot. #SXSW #SXSWI (@mention Austin Convention Center w/ @mention {link},Other Google product or service,Positive emotion,12,google presenting hotpot sxsw sxswi austin convention center w link
Omgz. Makeshift #SXSW apple store is in a Golds Gym! {link},Apple,Positive emotion,11,omgz makeshift sxsw apple store gold gym link
Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,,Negative emotion,21,sooo design ipads session hour long ad buy ipad apps amismarternow sxsw
"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",iPad,Negative emotion,20,ipad design headache take two tablet call panel excited hear live sxsw
"The Web Designer�۪s Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw",,No emotion toward brand or product,15,web designer guide io android apps today link sxsw
Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagb,,I can't tell,15,google doesnt place value domain extension equal sxsw qagb
"Diller doesn't think Daily was ready for market, doesn't know why anyone would do iPad-only anything #sxsw #sxswi",,No emotion toward brand or product,18,diller doesnt think daily ready market doesnt know anyone would ipadonly anything sxsw sxswi
That's awesome RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,Apple,Positive emotion,22,thats awesome rt rt rumor apple opening temporary store downtown austin link sxsw
It was awesome to hear Marissa Mayer acknowledge that Google Maps needs to increase support for its product b/c of incorrect routes. #SXSW,Other Google product or service,Negative emotion,23,awesome hear marissa mayer acknowledge google map need increase support product bc incorrect route sxsw
Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,iPhone,Positive emotion,17,wow shakespeare pub th st here delete button iphone video camera sxsw
It's madness already downtown and it's only the 1st day of #sxsw. apple popup store seems to be doing brisk biz,Apple,Positive emotion,21,madness already downtown st day sxsw apple popup store seems brisk biz
iPad success at the apple popup store in Austin! #apple #sxsw  {link},iPad,Positive emotion,12,ipad success apple popup store austin apple sxsw link
The SXXpress line is almost as long as the Apple line. #sxsw {link},,Negative emotion,13,sxxpress line almost long apple line sxsw link
"In the press lounge of #SXSW, someone is getting a tutorial on how to use a touchpad on an Apple laptop. #honest",,No emotion toward brand or product,22,press lounge sxsw someone getting tutorial use touchpad apple laptop honest
A Group Messaging Roundup To Help You Stay In Touch At SXSW {link} #Android #FastSociety #iPhone #SMS #SXSW,,No emotion toward brand or product,18,group messaging roundup help stay touch sxsw link android fastsociety iphone sm sxsw
Today's sessions (1 of 2) at #sxsw -- Print design as future: {link} | Your Mom/iPad: {link},,No emotion toward brand or product,17,today session sxsw print design future link momipad link
I21: No Rest for the Wicked {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #zomb,,No emotion toward brand or product,14,rest wicked link code valid p infektd sxsw zomb
The simplest gesture on the ipad should be used for core interactions. #SXSW #touchingstories,,No emotion toward brand or product,14,simplest gesture ipad used core interaction sxsw touchingstories
Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw,iPad or iPhone App,Positive emotion,10,awesome restaurant week app iphone link austinites sxsw
... Interesting if in fact it takes into consideration the preso by Paul Adams! RT @mention Google Circles will be ______    #sxsw,,No emotion toward brand or product,22,interesting fact take consideration preso paul adam rt google circle sxsw
Brutal question served up to Marissa Mayer about JC Penney mapping getting rerouted to Macy's?  Uncomfortable for @mention #SXSW,,No emotion toward brand or product,19,brutal question served marissa mayer jc penney mapping getting rerouted macys uncomfortable sxsw
There's yet *another line* at the Austin Apple store for IPad 2! Going well around the block! #SXSW,,No emotion toward brand or product,18,there yet another line austin apple store ipad going well around block sxsw
First tweet from a plane: Feedback for #Gogo. No registration via FB Connect or Twitter? No PayPal or Google integration to pay you? #SXSW,,No emotion toward brand or product,24,first tweet plane feedback gogo registration via fb connect twitter paypal google integration pay sxsw
Fun to meet the @mention folks at #SXSW #couch #couchfan ... This app made the iPad #lovesit  {link},iPad or iPhone App,Positive emotion,18,fun meet folk sxsw couch couchfan app made ipad lovesit link
I don't get the obsession with chasing open bars. Everyone here can afford a drink; and If you can't go pawn your iPad. #sxsw,,No emotion toward brand or product,24,dont get obsession chasing open bar everyone afford drink cant go pawn ipad sxsw
Anybody get their iPad 2 from the downtown Apple pop-up store yet? Any tramplings? #letushopenot #SXSW #popPOP,iPad,Positive emotion,17,anybody get ipad downtown apple popup store yet trampling letushopenot sxsw poppop
Can I tweet this if I only use APPLE :) RT @mention Microsoft's DPE will b SXSWi &amp; Tweeting @mention #microsoft &amp; #sxsw,,No emotion toward brand or product,23,tweet use apple rt microsofts dpe b sxswi amp tweeting microsoft amp sxsw
Killer meet ups with new and old friends today from Apple and Microsoft to solo killers and many in between #letschangetheworld #sxsw,Apple,Positive emotion,22,killer meet ups new old friend today apple microsoft solo killer many letschangetheworld sxsw
Say ���Forget You�۝ 2 ur red bar! 1st 5 to meet us in front of Hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #SXSW,,No emotion toward brand or product,31,say forget ur red bar st meet u front hall minute win dual compatible juice pack air iphone sxsw
"For any retailers headed to SXSW this month, check out @mention - Google's SXSW Twitter presence. #sxsw",,No emotion toward brand or product,17,retailer headed sxsw month check google sxsw twitter presence sxsw
Google Sketch Up artists live at Google Blogger party at Six Lounge. thought they were live blogging at first. #sxsw  {link},,No emotion toward brand or product,21,google sketch artist live google blogger party six lounge thought live blogging first sxsw link
The complete iOS dominance at #SXSW compels Apple to open a frickin' temporary Apple Store in downtown Austin this week.,Apple,Positive emotion,20,complete io dominance sxsw compels apple open frickin temporary apple store downtown austin week
"Hmmm, something seems amiss at the #apple store #gsdm #SXSW #welivehere  @mention Apple Store, SXSW {link}",,No emotion toward brand or product,16,hmmm something seems amiss apple store gsdm sxsw welivehere apple store sxsw link
"&quot;Something Ventured&quot; is great. It has some great stories in it including Genentech, Apple, and Cisco. #sxsw",,No emotion toward brand or product,17,quotsomething venturedquot great great story including genentech apple cisco sxsw
WOW! *Something Ventured* was a kick ass film... Google or blekko it for details. Good choice @mention #sxsw #startups #VC #movie #awesome,,No emotion toward brand or product,22,wow something ventured kick as film google blekko detail good choice sxsw startup vc movie awesome
"YouTube gets 2B views/day, 10% are mobile. 35 hours of video uploaded every minute. @mention Google League of Extraordinary Hackers #sxsw",,No emotion toward brand or product,21,youtube get b viewsday mobile hour video uploaded every minute google league extraordinary hacker sxsw
"#SXSW tweets, who is

 Android user and attendong SXSW? please report scenes with Bannka app. {link}",,No emotion toward brand or product,16,sxsw tweet android user attendong sxsw please report scene bannka app link
Is SXSW getting its own Apple store? - SXSW Baby! {link} #sxsw,,No emotion toward brand or product,12,sxsw getting apple store sxsw baby link sxsw
"Are you getting one? RT @mention Line for the iPad 2, at the Apple Store. No demo units until 5pm. #sxsw #fb {link}",,No emotion toward brand or product,23,getting one rt line ipad apple store demo unit pm sxsw fb link
Fast Society Is Ready To Party At SXSW (Exclusive Demo Video) {link} #FastSociety #iPhone #SMS #SXSW,,No emotion toward brand or product,16,fast society ready party sxsw exclusive demo video link fastsociety iphone sm sxsw
Forget queue for the Mashable and Google parties - the best option at 11pm is definitely the RedLaser party with Chromeo! #sxsw,,No emotion toward brand or product,22,forget queue mashable google party best option pm definitely redlaser party chromeo sxsw
iPad 2 queue is epic. #sxsw {link},iPad,Positive emotion,7,ipad queue epic sxsw link
Quoi de neuf sur #Blogger ? | What�۪s new with Blogger | Official #Google Blog {link} #SXSW,,No emotion toward brand or product,17,quoi de neuf sur blogger whats new blogger official google blog link sxsw
