cleaned_text,brand_target,sentiment_target,multi_class_target
ipad design headache interface metaphor look like book make behave like book simple stuff often forgotten sxsw,Apple,Negative emotion,Apple-Negative emotion
ipad design malady ipad elbow hate ipads back button heat million sun tapworthy sxsw,Apple,Negative emotion,Apple-Negative emotion
ipad design panel good sxsw,Apple,Positive emotion,Apple-Positive emotion
ipad design session sxsw packed hilton salon others link,Apple,Positive emotion,Apple-Positive emotion
ipad design talk great ran late haul as get ballroom innovative design biomimicry sxsw,Apple,Positive emotion,Apple-Positive emotion
didnt sxsw still using iphone oldschool novideo veryslow,Apple,Negative emotion,Apple-Negative emotion
who gon getting ipad apple store today bet que getting bigger sxsw ipad bet,Apple,Positive emotion,Apple-Positive emotion
good job sxsw went home amp watched season guild suck tweet abt iphone hijack top tweet lol,Apple,Negative emotion,Apple-Negative emotion
google lego teamed showdown sxsw team developer making bot mindstorm nite fight gsdm,Google,No emotion toward brand or product,Google-No emotion toward brand or product
sxsw google calendar getting little control,Google,Negative emotion,Google-Negative emotion
google circle lame sxsw,Google,Negative emotion,Google-Negative emotion
think google lost way caring much business instead user tim oreilly sxsw pnid,Google,Negative emotion,Google-Negative emotion
day google map saving two year user life sxsw,Google,Positive emotion,Google-Positive emotion
spotted google map street view car wonder ill able find map one day sxsw link,Google,Positive emotion,Google-Positive emotion
saw google speak creating search engine tht recognize picture artificial intelligence sxsw,Google,Positive emotion,Google-Positive emotion
google advertising checkinthing au sxsw link,Google,Positive emotion,Google-Positive emotion
sweet got ipad thats nerd joke sxsw,Apple,Positive emotion,Apple-Positive emotion
great news twit crew apple building temporary store sxsw get ipad,Apple,Positive emotion,Apple-Positive emotion
great stuff fri sxsw marissa mayer google tim oreilly tech booksconferences amp matt mullenweg wordpress,Google,Positive emotion,Google-Positive emotion
great time google party sxswi sxsw,Google,Positive emotion,Google-Positive emotion
totally agree check googletv ipad apps connected link sxsw connectedtv fascinating,Apple,Positive emotion,Apple-Positive emotion
prop gsdm big google sxsw great crowd agency space bluezoom give run link,Google,Positive emotion,Google-Positive emotion
security guard enjoying ipad apple store austin sxsw ipad link,Apple,Positive emotion,Apple-Positive emotion
guess ipad unsix tweetup thanks amp sxsw happydance,Apple,Positive emotion,Apple-Positive emotion
busdev guy come ipad line ask feel ipad good discussion iads apple crazyco sxsw,Apple,Positive emotion,Apple-Positive emotion
homeless guy outside popup sxsw apple store holding sign quotsaving ipad quot dont ask photo,Apple,Positive emotion,Apple-Positive emotion
technology apple opening popup store austin sxsw geekfest apple brianlam thousand link tech,Apple,Positive emotion,Apple-Positive emotion
technology sxsw apple school marketing expert thousand town demonstrate social link tech,Apple,Positive emotion,Apple-Positive emotion
technology even begin apple win sxsw past week there major dilemma link tech,Apple,Positive emotion,Apple-Positive emotion
lunch cnngrill view html dev trench android painful io sleek sxsw,Google,Negative emotion,Google-Negative emotion
open graph repair damage google title tag sxsw microformats,Google,Negative emotion,Google-Negative emotion
wow much hirer expected google map use mobile sxsw,Google,Positive emotion,Google-Positive emotion
last month discovr ipad midem time discovr iphone sxsw climbing app store chart link,Apple,Positive emotion,Apple-Positive emotion
yeah congrats winning last ipad case boyfriend sxsw cbatsxsw,Apple,Positive emotion,Apple-Positive emotion
feel like person sxsw nonmacipad,Apple,Negative emotion,Apple-Negative emotion
ipad hand thanks popup apple store sxsw first impression may lemon backlight bleed thru bottom,Apple,Negative emotion,Apple-Negative emotion
enchanting offer likeability virgin air trustworthiness zappos amp great product apple sxsw,Apple,Positive emotion,Apple-Positive emotion
enchanting offer likeability virgin airline trustworthiness zappos amp great product apple sxsw,Apple,Positive emotion,Apple-Positive emotion
music happening sxsw lamewad promo fest zappos apple samsung etc,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
hard time tweeting using iphone sxsw using ipad much better hisxsw,Apple,Positive emotion,Apple-Positive emotion
interesting presentation ipad helped disability insightful poursite sxsw,Apple,Positive emotion,Apple-Positive emotion
bingicanhas fire still going keep searching google though sxsw thanksforthebrandedshades,Google,Positive emotion,Google-Positive emotion
google analytics visit ipad iphone ranked top way people access newsapps sxsw,Apple,Positive emotion,Apple-Positive emotion
must app ipad going sxsw link hollergram,Apple,Positive emotion,Apple-Positive emotion
yall seen temp apple store going downtown sxsw would yall stream instead link,Apple,Positive emotion,Apple-Positive emotion
wow apple popup store downtown austin real let sxsw,Apple,Positive emotion,Apple-Positive emotion
free itunes store track sxsw featured artist link grab gone thanks apple,Apple,Positive emotion,Apple-Positive emotion
checked sxsw apple store line way man line long toolongforme,Apple,Positive emotion,Apple-Positive emotion
amazing amount app update ipad today kick sxsw,Apple,Positive emotion,Apple-Positive emotion
beware android sxsw app schedule completely innacurate walked hyatt reason sxswfail,Google,Negative emotion,Google-Negative emotion
data new oil company like google facebook monopoly term service wary sxsw,Google,Negative emotion,Google-Negative emotion
nick time get iphone eventseekr app sxsw link,Apple,Positive emotion,Apple-Positive emotion
nice heading barton creek get mackbook pro waiting outside sxsw apple store ipad woohoo,Apple,Positive emotion,Apple-Positive emotion
hear marissa mayer google speak row back cool sxsw google,Google,Positive emotion,Google-Positive emotion
heard android app bizzy theyve challenged tdg check sxsw read link,Google,Positive emotion,Google-Positive emotion
heard apple going open special store theyre expecting lot customer sxsw,Apple,Positive emotion,Apple-Positive emotion
kara swisher apple stylish fascist company america sxsw,Apple,Negative emotion,Apple-Negative emotion
hey eric popup apple store sxsw nice long line techsavvy folk ready spend hardearned,Apple,Positive emotion,Apple-Positive emotion
hey mark sleep sxsw bring home shiny new ipad would,Apple,Positive emotion,Apple-Positive emotion
hey taariq howdy texas fav sxsw app far official one link ltandroidor get iphone usguys,Google,Positive emotion,Google-Positive emotion
hey yall anyway get text update dont cool pocket google machine phone sxsw,Google,Positive emotion,Google-Positive emotion
whats behind android race link smartphones technology mobile sxsw sxswi,Google,Positive emotion,Google-Positive emotion
genius behind google circle ξсԍύݍ܊ real life social graph network view document paul adam link,Google,Positive emotion,Google-Positive emotion
sxsw fashion essential ipad plus mobile phone chronicling witty tweet unlocking mayor badge taking photo hootsuite owl,Apple,Positive emotion,Apple-Positive emotion
threw together keep ipad attempt keep hour stuff weekend sxsw link,Apple,Positive emotion,Apple-Positive emotion
apple white earbuds good symbol need social proof ipod launched knew new toy guykawasaki sxsw,Apple,Positive emotion,Apple-Positive emotion
well cashmore gave new ipad crushing nonendorsement sxsw checkins ouch,Apple,Negative emotion,Apple-Negative emotion
iphone android apps keep grooving sxsw link,Apple,Positive emotion,Apple-Positive emotion
rip iphone june sxsw survived severe drop could evade drowning link,Apple,Negative emotion,Apple-Negative emotion
iphone droid apps le downloads total sxsw,Google,Negative emotion,Google-Negative emotion
selfrespecting apple fanboy attend interactive event year without ipad sxswi sxsw,Apple,Positive emotion,Apple-Positive emotion
learning get personalized recommendation using google hotpot link sxsw,Google,Positive emotion,Google-Positive emotion
new whrrl app live iphone app store android marketplace get hot time sxsw,Apple,Positive emotion,Apple-Positive emotion
new whrrl app live iphone app store android marketplace get hot time sxsw via,Apple,Positive emotion,Apple-Positive emotion
bought mophie juice pack iphone solely cool kid sxsw,Apple,Positive emotion,Apple-Positive emotion
bought ipad downtown austin apple store min wait line get salesperson darryl excellent sxsw,Apple,Positive emotion,Apple-Positive emotion
bought ipad impulse must something water sxsw,Apple,Positive emotion,Apple-Positive emotion
bought ipad minute sxsw apple store sxsw others link,Apple,Positive emotion,Apple-Positive emotion
great night interactive party congress ave amazing apple store sxsw apple,Apple,Positive emotion,Apple-Positive emotion
bought one last ipads apple store downtown austin sxsw sold done purchasing,Apple,Positive emotion,Apple-Positive emotion
bought last ipad apple popup store sxsw link,Apple,Positive emotion,Apple-Positive emotion
social technology amazing google set person finder english japanese link sxsw,Google,Positive emotion,Google-Positive emotion
agree apple stole little part show exciting new biz concept sxsw,Apple,Positive emotion,Apple-Positive emotion
fully expect quotipad shamedquot sxsw,Apple,Positive emotion,Apple-Positive emotion
tomorrow back apple store sigh sxsw,Apple,Negative emotion,Apple-Negative emotion
got impression sxsw plan stand line ipad march though,Apple,Positive emotion,Apple-Positive emotion
hate typing ipad yeah ken calhoun man real deal bringing laptop sxsw sun,Apple,Negative emotion,Apple-Negative emotion
feeling many shiny new ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
hope year festival isnt crashy year iphone app sxsw,Apple,Negative emotion,Apple-Negative emotion
know premature tweet love see pic apple pop store sxsw,Apple,Positive emotion,Apple-Positive emotion
meant itunes doesnt work dont run apple software even would run ubuntu desktop sxsw,Apple,Negative emotion,Apple-Negative emotion
outdid time tech fail iphonebroken might worst thing ever happen sxsw,Apple,Negative emotion,Apple-Negative emotion
crowley really want new ipad havent time get checkins sxsw ketchsx,Apple,Positive emotion,Apple-Positive emotion
think might quit resume tonight ipadiphone tethering couldnt happened better time sxsw,Apple,Positive emotion,Apple-Positive emotion
