cleaned_text,sentiment
ipad week ipad since gave sxsw withdrawal,Positive emotion
grateful aclugoogle earplug right sxsw,Positive emotion
grab one twingirls sxswnl sxsw ipad store sold everything except gig wifi white,No emotion toward brand or product
register private beta win apple sxsw visit link detail,No emotion toward brand or product
line sxsw apple store oddly obnoxiously long hesayswithtwohoursleft,No emotion toward brand or product
line apple popup store sxsw stretch around blockguess wont getting ipad today,Positive emotion
big line googlebing session people line saying one ballroom sxsw,Positive emotion
line ipad sxsw link,No emotion toward brand or product
line ipad pop apple store outlandish entire week sxsw,Positive emotion
life cant get ipad sync session partial iphone fine ipad deciding want sxsw,Negative emotion
google tweet might stupid question exactly sxsw,No emotion toward brand or product
founder confirms new iphone summer sxsw,No emotion toward brand or product
foursquare pushing iphoneandroid app heavily sxsw wish gave webos client equal billing,I can't tell
sxsw frank missed childhood walk project google street view enables stunning revelation link,Positive emotion
free sxsw featured artist sampler itunes link,No emotion toward brand or product
friend told talking smart bike sxsw check bitlyawa google prototype,No emotion toward brand or product
friend austin sxsw ill buffalo new ipad,Positive emotion
apple plan keep austin wired opening popup apple store sxswlink,No emotion toward brand or product
liveblog sxsw indie iphone game development survive link game,I can't tell
google stood miins answering question directly including two pass lol sxsw,No emotion toward brand or product
google taking mic healthdev sxsw,No emotion toward brand or product
learning google afternoon woot sxsw link,Positive emotion
cab ride hell get apple store mall sold getting dinner figure get back hotel sxsw,Negative emotion
saw juan juan million google hotpot partyhe getting ice cream sandwichawesome sxsw,No emotion toward brand or product
two guy google doodle team talk fun making homepage pretty sxsw link,Positive emotion
fromubersocial iphone app store includes uberguide sxsw sponsored mashable link,No emotion toward brand or product
close front ipad line sxsw apple popup store,No emotion toward brand or product
woman front etchasketch housing ipad awesome sxsw,Positive emotion
frontend dev talk sxsw way turned head far could couldnt see single nonapple device cor,Positive emotion
delightful reprieve sxsw spot something plugged ipad flat iron bless lady friend bless,No emotion toward brand or product
could fun provide sxsw misdirection fictitious party amp giveaway wtf apple giving away ipads ihop,No emotion toward brand or product
fyi ill austin convention center today fam showing new iphone game sxsw,No emotion toward brand or product
fyi past met citeren quot google launching product sxsw link,No emotion toward brand or product
installing android get vip pedicab treatment sxsw,Positive emotion
giving next person come sxsw tell cool android look around look hard,Positive emotion
navigating crowded party suck way worse everyone walk around face iphone sxsw adpeopleproblems,Negative emotion
nice able use usb charging cord plug add juice iphone dfw sxsw,Positive emotion
best thing abt sxsw sherry patio amp plenty free parking min quotthe messquot link,No emotion toward brand or product
best thing abt sxsw bad as brunch wpatio amp plenty free parking min quotthe messquot link,No emotion toward brand or product
best thing abt sxsw great food amp drink wpatio amp plenty free parking min quotthe messquot link,No emotion toward brand or product
best thing abt sxsw proper cocktail wpatio amp plenty free parking min quotthe messquot link,No emotion toward brand or product
walking around sxsw staring iphone like everyone else,I can't tell
looking around sxswi would think apple tech company existence sxsw,No emotion toward brand or product
notetaking bingo pull ipad moleskin sxsw,No emotion toward brand or product
big buzz year sxsw ipad course group chattext service like group yobongo know,Positive emotion
installing geoloqi android track sxsw movement link,No emotion toward brand or product
best thing ive heard long actually quoti gave ipad money japan reliefquot sxsw,No emotion toward brand or product
best thing ive heard weekend sxsw quoti gave ipad money japan relief dont need ipad quot,Negative emotion
best thing ive heard weekend sxsw quoti gave ipad money japan relief dont need ipad quot,No emotion toward brand or product
whoa hang saw someone without iphone sxsw,No emotion toward brand or product
surprising surprising type sxsw iphone perfectly autocorrect nothin,No emotion toward brand or product
mag say dont hold breath circle launching slowly link google sxsw socialmedia,No emotion toward brand or product
announcing sxsw quotables crowdcurated feed hottest quote sxsw sign win ipad link ipad,No emotion toward brand or product
regretting didnt bring ipad sxsw seeing lot time would useful especially battery life woops,Positive emotion
loving apple popup downtown office long last sxsw local link link,Positive emotion
eyeing grilled cheese stand session mom ipad designing boomer sxsw cheatday,No emotion toward brand or product
hoping pull family card love tonight think tried late sxsw,No emotion toward brand or product
publishing website sxsw try mpact app iphone,No emotion toward brand or product
navigating trade show difficult lot jackass walking playing new ipad theyre nasty ask move sxsw,No emotion toward brand or product
lining get ipad apple pop store much long line sxsw,Positive emotion
collecting value user us software amp hardware amazon google sxsw timoreilly,No emotion toward brand or product
refreshing liveley informative talk game design mechanic sxswi sxsw,No emotion toward brand or product
gadgetaddicted apple fanboy manage come home sxsw without ipad suspense intense intense suspense,Positive emotion
childish gambino dmi house eating didnt bother looked good location link sxsw,No emotion toward brand or product
stay charged sxsw visit mophie booth great deal juice pack iphone stay tuned quotflashquot giveaway,Positive emotion
